import time: self [us] | cumulative | imported package
import time:     12762 |      12762 |             pandas.core.array_algos.datetimelike_accumulations
import time:     15350 |      28112 |           pandas.core.arrays.datetimelike
import time:     14013 |      14013 |           pandas.core.arrays._ranges
import time:      7128 |       7128 |           pandas.tseries.offsets
import time:     18690 |      75674 |         pandas.core.arrays.datetimes
import time:     11129 |      11129 |           pandas.core.arrays.timedeltas
import time:     13405 |      24533 |         pandas.core.arrays.interval
import time:     13323 |      13323 |         pandas.core.arrays.period
import time:     15733 |      15733 |               pandas._libs.sparse
import time:     43345 |      59077 |             pandas.core.arrays.sparse.array
import time:     51633 |     110710 |           pandas.core.arrays.sparse.accessor
import time:     24820 |     135530 |         pandas.core.arrays.sparse
import time:     22842 |      22842 |         pandas.core.arrays.string_arrow
import time:     18659 |    1110784 |       pandas.core.arrays
import time:     17414 |      17414 |       pandas.core.flags
import time:     10442 |      10442 |             pandas._libs.internals
import time:     17160 |      17160 |               pandas.core._numba
import time:     12081 |      12081 |               pandas.core.util.numba_
import time:     23102 |      52342 |             pandas.core._numba.executor
import time:     17874 |      80657 |           pandas.core.apply
import time:     14102 |      14102 |             pandas.errors.cow
import time:      5978 |       5978 |                 pandas._libs.indexing
import time:     16693 |      16693 |                   pandas.core.indexes
import time:      9523 |       9523 |                     pandas._libs.index
import time:      4777 |       4777 |                     pandas._libs.writers
import time:      6181 |       6181 |                     pandas._libs.join
import time:     12980 |      12980 |                     pandas.core.array_algos.putmask
import time:     10921 |      10921 |                     pandas.core.indexes.frozen
import time:     14871 |      14871 |                     pandas.core.strings.accessor
import time:     24886 |      84135 |                   pandas.core.indexes.base
import time:     10541 |      10541 |                     pandas.core.indexes.extension
import time:     10789 |      21330 |                   pandas.core.indexes.category
import time:     11153 |      11153 |                       pandas.core.indexes.range
import time:     13200 |      13200 |                         pandas.core.tools
import time:     15658 |      28858 |                       pandas.core.tools.timedeltas
import time:     13497 |      53507 |                     pandas.core.indexes.datetimelike
import time:      9571 |       9571 |                     pandas.core.tools.times
import time:     13279 |      76356 |                   pandas.core.indexes.datetimes
import time:     14023 |      14023 |                     pandas.core.indexes.multi
import time:     14286 |      14286 |                     pandas.core.indexes.timedeltas
import time:     12059 |      40367 |                   pandas.core.indexes.interval
import time:     12654 |      12654 |                   pandas.core.indexes.period
import time:     31420 |     282953 |                 pandas.core.indexes.api
import time:     17521 |     306451 |               pandas.core.indexing
import time:     14389 |      14389 |               pandas.core.sample
import time:     15146 |      15146 |               pandas.core.array_algos.replace
import time:     12036 |      12036 |                   pandas.core.internals.blocks
import time:     15526 |      27561 |                 pandas.core.internals.api
import time:     13590 |      13590 |                     pandas.core.internals.ops
import time:     12251 |      25841 |                   pandas.core.internals.managers
import time:     14288 |      40128 |                 pandas.core.internals.concat
import time:     15894 |      83582 |               pandas.core.internals
import time:     16247 |      16247 |                 pandas.core.methods
import time:     17619 |      17619 |                   pandas.core.reshape
import time:     16497 |      34115 |                 pandas.core.reshape.concat
import time:       289 |        289 |                       grp
import time:      5466 |       5755 |                     tarfile
import time:     12628 |      18382 |                   pandas.io.common
import time:     15305 |      33686 |                 pandas.io.formats.format
import time:     21315 |     105361 |               pandas.core.methods.describe
import time:      9175 |       9175 |               pandas.core.shared_docs
import time:     10989 |      10989 |                     pandas._libs.window
import time:     11235 |      22224 |                   pandas._libs.window.aggregations
import time:      4421 |       4421 |                     pandas._libs.window.indexers
import time:      9346 |      13767 |                   pandas.core.indexers.objects
import time:     13597 |      13597 |                   pandas.core.window.common
import time:      8273 |       8273 |                   pandas.core.window.numba_
import time:      7245 |       7245 |                   pandas.core.window.online
import time:      9813 |       9813 |                   pandas.core.window.rolling
import time:     23951 |      98867 |                 pandas.core.window.ewm
import time:     22104 |      22104 |                 pandas.core.window.expanding
import time:     17210 |     138180 |               pandas.core.window
import time:     26523 |     698802 |             pandas.core.generic
import time:      7689 |       7689 |             pandas.core.internals.construction
import time:     12133 |      12133 |             pandas.core.methods.selectn
import time:      7807 |       7807 |               pandas.core.tools.numeric
import time:      9852 |      17658 |             pandas.core.reshape.melt
import time:      4112 |       4112 |               pandas._libs.reshape
import time:      8206 |       8206 |               pandas.core.indexes.accessors
import time:      9423 |       9423 |                 pandas.arrays
import time:     27445 |      36868 |               pandas.core.tools.datetimes
import time:     16569 |      16569 |               pandas.io.formats.info
import time:     14166 |      14166 |                 pandas.plotting._core
import time:      9865 |       9865 |                 pandas.plotting._misc
import time:     12581 |      36611 |               pandas.plotting
import time:     23473 |     125837 |             pandas.core.series
import time:     29228 |     905447 |           pandas.core.frame
import time:     14741 |      14741 |           pandas.core.groupby.base
import time:     14854 |      14854 |             pandas._libs.groupby
import time:      9585 |       9585 |             pandas.core.groupby.numba_
import time:     11999 |      11999 |                 pandas.core.groupby.categorical
import time:     14932 |      26931 |               pandas.core.groupby.grouper
import time:     11591 |      38521 |             pandas.core.groupby.ops
import time:     11324 |      11324 |             pandas.core.groupby.indexing
import time:     16592 |      90874 |           pandas.core.groupby.groupby
import time:     34284 |    1126002 |         pandas.core.groupby.generic
import time:     24734 |    1150735 |       pandas.core.groupby
import time:     14505 |    2590735 |     pandas.core.api
import time:      7452 |       7452 |     pandas.tseries.api
import time:      8321 |       8321 |             pandas.core.computation.common
import time:      8597 |      16918 |           pandas.core.computation.align
import time:     11665 |      11665 |             pandas.core.computation.scope
import time:      9843 |      21507 |           pandas.core.computation.ops
import time:     11419 |      49842 |         pandas.core.computation.engines
import time:      7757 |       7757 |           pandas.core.computation.parsing
import time:     10870 |      18626 |         pandas.core.computation.expr
import time:     10526 |      78993 |       pandas.core.computation.eval
import time:     10301 |      89294 |     pandas.core.computation.api
import time:     10271 |      10271 |       pandas.core.reshape.encoding
import time:     13334 |      13334 |       pandas.core.reshape.merge
import time:     10787 |      10787 |       pandas.core.reshape.pivot
import time:     15862 |      15862 |       pandas.core.reshape.tile
import time:     32146 |      82398 |     pandas.core.reshape.api
import time:     33198 |      33198 |       pandas.api.executors
import time:     15740 |      15740 |       pandas.api.extensions
import time:     14316 |      14316 |       pandas.api.indexers
import time:     14525 |      14525 |           pandas.core.interchange
import time:     18406 |      32931 |         pandas.core.interchange.dataframe_protocol
import time:     11165 |      11165 |           pandas.core.interchange.utils
import time:     13252 |      24416 |         pandas.core.interchange.from_dataframe
import time:     15598 |      72945 |       pandas.api.interchange
import time:     10129 |      10129 |         pandas.core.dtypes.api
import time:     17161 |      27289 |       pandas.api.types
import time:      9413 |       9413 |         pandas.core.resample
import time:      3474 |       3474 |               pandas._libs.json
import time:      8909 |       8909 |               pandas.io.json._normalize
import time:      9660 |       9660 |               pandas.io.json._table_schema
import time:      8945 |       8945 |                     pandas._libs.parsers
import time:     13894 |      13894 |                       pandas.io.parsers.base_parser
import time:     21546 |      35439 |                     pandas.io.parsers.arrow_parser_wrapper
import time:     12739 |      12739 |                     pandas.io.parsers.c_parser_wrapper
import time:     16760 |      16760 |                     pandas.io.parsers.python_parser
import time:     18962 |      92843 |                   pandas.io.parsers.readers
import time:     13991 |     106833 |                 pandas.io.parsers
import time:      1104 |     107936 |               pandas.io.parsers.readers
import time:     19624 |     149601 |             pandas.io.json._json
import time:     13036 |     162637 |           pandas.io.json
import time:       861 |     163497 |         pandas.io.json._json
import time:     19608 |      19608 |             pandas.io.sas.sasreader
import time:     18135 |      37742 |           pandas.io.sas
import time:       843 |      38585 |         pandas.io.sas.sasreader
import time:     13679 |      13679 |         pandas.io.stata
import time:     38479 |     263651 |       pandas.api.typing
import time:     25087 |     452223 |     pandas.api
import time:     13834 |      13834 |         pandas._testing._io
import time:     11111 |      11111 |         pandas._testing._warnings
import time:       139 |        139 |             cmath
import time:      4507 |       4645 |           pandas._libs.testing
import time:      7495 |      12140 |         pandas._testing.asserters
import time:      5803 |       5803 |         pandas._testing.compat
import time:      5526 |       5526 |         pandas._testing.contexts
import time:     17504 |      65915 |       pandas._testing
import time:      7634 |      73548 |     pandas.testing
import time:      6481 |       6481 |     pandas.util._print_versions
import time:      9320 |       9320 |       pandas.io.clipboards
import time:      8450 |       8450 |           pandas.io.excel._util
import time:      8787 |       8787 |           pandas.io.excel._calamine
import time:     25681 |      25681 |           pandas.io.excel._odfreader
import time:     21767 |      21767 |           pandas.io.excel._openpyxl
import time:     14594 |      14594 |           pandas.io.excel._pyxlsb
import time:     18170 |      18170 |           pandas.io.excel._xlrd
import time:     19970 |     117416 |         pandas.io.excel._base
import time:     18559 |      18559 |         pandas.io.excel._odswriter
import time:     14181 |      14181 |         pandas.io.excel._xlsxwriter
import time:     13955 |     164109 |       pandas.io.excel
import time:     10806 |      10806 |       pandas.io.feather_format
import time:     10183 |      10183 |       pandas.io.html
import time:     10012 |      10012 |       pandas.io.iceberg
import time:      8527 |       8527 |       pandas.io.orc
import time:     11504 |      11504 |       pandas.io.parquet
import time:      8877 |       8877 |         pandas.compat.pickle_compat
import time:     10314 |      19191 |       pandas.io.pickle
import time:     14134 |      14134 |         pandas.core.computation.pytables
import time:     18696 |      32830 |       pandas.io.pytables
import time:      7468 |       7468 |       pandas.io.spss
import time:     13578 |      13578 |       pandas.io.sql
import time:      8933 |       8933 |       pandas.io.xml
import time:     17628 |     324082 |     pandas.io.api
import time:      7876 |       7876 |     pandas.util._tester
import time:      4852 |       4852 |     pandas._version_meson
import time:     23679 |    5745107 |   pandas
import time:     19785 |    5806551 | src.ingestion.ingest_his_data
import time:     10875 |      10875 |     yfinance.version
import time:      8837 |       8837 |         yfinance.const
import time:      6602 |       6602 |         yfinance.exceptions
import time:      6876 |       6876 |         yfinance.config
import time:       964 |        964 |         frozendict
import time:     12386 |      35664 |       yfinance.utils
import time:     11148 |      11148 |               curl_cffi._wrapper
import time:     32047 |      43194 |             curl_cffi.__version__
import time:     18119 |      18119 |               curl_cffi.const
import time:      2028 |       2028 |                 http.cookies
import time:     10285 |      10285 |                 curl_cffi.utils
import time:     14550 |      26862 |               curl_cffi.curl
import time:     10367 |      55347 |             curl_cffi.aio
import time:      8237 |       8237 |                   curl_cffi.requests.exceptions
import time:      8941 |      17178 |                 curl_cffi.requests.errors
import time:     14810 |      31987 |               curl_cffi.requests.cookies
import time:      7961 |       7961 |               curl_cffi.requests.headers
import time:      8608 |       8608 |               curl_cffi.requests.impersonate
import time:      1126 |       1126 |                 orjson
import time:      1233 |       1233 |                 markdownify
import time:      8960 |      11318 |               curl_cffi.requests.models
import time:     11458 |      11458 |                 curl_cffi.requests.utils
import time:     12701 |      12701 |                 curl_cffi.requests.websockets
import time:     11609 |      35767 |               curl_cffi.requests.session
import time:     15784 |     111422 |             curl_cffi.requests
import time:     10457 |     220418 |           curl_cffi
import time:      8232 |     228649 |         yfinance._http
import time:      8729 |       8729 |                 bs4._typing
import time:     11566 |      11566 |                   soupsieve.__meta__
import time:      8210 |       8210 |                     soupsieve.util
import time:      8848 |       8848 |                         soupsieve.pretty
import time:      9282 |      18129 |                       soupsieve.css_types
import time:     10434 |      28563 |                     soupsieve.css_match
import time:    120333 |     157104 |                   soupsieve.css_parser
import time:     13141 |     181811 |                 soupsieve
import time:     11114 |     201652 |               bs4.css
import time:     14894 |      14894 |               bs4._deprecation
import time:      2390 |       2390 |                       html.entities
import time:      3311 |       5701 |                     html
import time:      1052 |       6753 |                   html.entities
import time:      2477 |       2477 |                   cchardet
import time:      2623 |       2623 |                   chardet
import time:      8538 |       8538 |                         81d243bd2c585b0f4821__mypyc
import time:      8161 |       8161 |                         charset_normalizer.constant
import time:      1178 |       1178 |                           _multibytecodec
import time:      6512 |       7690 |                         charset_normalizer.utils
import time:      5908 |       5908 |                         charset_normalizer.models
import time:     10302 |      40597 |                       charset_normalizer.cd
import time:      1374 |       1374 |                       _codecs_tw
import time:      1516 |       1516 |                       _codecs_hk
import time:      1651 |       1651 |                       _codecs_jp
import time:      1299 |       1299 |                       _codecs_kr
import time:      4140 |       4140 |                       _codecs_cn
import time:      4490 |       4490 |                       _codecs_iso2022
import time:     36543 |      91606 |                     charset_normalizer.api
import time:      5837 |       5837 |                     charset_normalizer.legacy
import time:      3994 |       3994 |                     charset_normalizer.version
import time:     19259 |     120695 |                   charset_normalizer
import time:     39227 |     171773 |                 bs4.dammit
import time:     16832 |     188604 |               bs4.formatter
import time:      6792 |       6792 |               bs4._warnings
import time:     12599 |      12599 |               bs4.filter
import time:     19861 |     444401 |             bs4.element
import time:      8562 |       8562 |             bs4.exceptions
import time:      1250 |       1250 |                 _markupbase
import time:      2746 |       3996 |               html.parser
import time:     23683 |      27679 |             bs4.builder._htmlparser
import time:      1182 |       1182 |               html5lib
import time:     10487 |      11669 |             bs4.builder._html5lib
import time:      1376 |       1376 |               lxml
import time:     16508 |      17884 |             bs4.builder._lxml
import time:     26263 |     536455 |           bs4.builder
import time:     15771 |     552225 |         bs4
import time:      1597 |       1597 |             pysqlite3
import time:      6787 |       6787 |                 _sqlite3
import time:      1520 |       8306 |               sqlite3.dbapi2
import time:      4568 |      12873 |             sqlite3
import time:      1344 |       1344 |             psycopg2cffi
import time:      2306 |       2306 |             psycopg
import time:      1402 |       1402 |             pymysql
import time:      1339 |       1339 |             MySQLdb
import time:     21774 |      42632 |           peewee
import time:     16260 |      16260 |             platformdirs.api
import time:      8578 |       8578 |             platformdirs.version
import time:      8273 |       8273 |               platformdirs._xdg
import time:      9869 |      18141 |             platformdirs.unix
import time:     19088 |      62066 |           platformdirs
import time:     18210 |     122907 |         yfinance.cache
import time:     11454 |     915233 |       yfinance.data
import time:      9146 |     960042 |     yfinance.search
import time:      9415 |       9415 |     yfinance.lookup
import time:     11243 |      11243 |                 websockets.imports
import time:      7968 |       7968 |                 websockets.version
import time:     11586 |      30796 |               websockets
import time:     12338 |      43134 |             websockets.sync
import time:      6644 |       6644 |               websockets.datastructures
import time:     14375 |      14375 |                   websockets.typing
import time:     10128 |      10128 |                   websockets.speedups
import time:     16156 |      16156 |                     websockets.extensions.base
import time:     14987 |      31143 |                   websockets.extensions
import time:     11623 |      67268 |                 websockets.frames
import time:     10650 |      10650 |                 websockets.http11
import time:     12432 |      90350 |               websockets.exceptions
import time:      9060 |       9060 |               websockets.headers
import time:      8241 |       8241 |                 websockets.streams
import time:      9443 |      17684 |               websockets.protocol
import time:      9013 |       9013 |               websockets.uri
import time:      6924 |       6924 |               websockets.utils
import time:     13650 |     153322 |             websockets.client
import time:     10444 |      10444 |             websockets.extensions.permessage_deflate
import time:      8353 |       8353 |             websockets.proxy
import time:      9957 |       9957 |                 websockets.sync.utils
import time:     11287 |      21244 |               websockets.sync.messages
import time:     12993 |      34236 |             websockets.sync.connection
import time:      1754 |       1754 |             python_socks
import time:     19691 |     270930 |           websockets.sync.client
import time:      8547 |       8547 |             websockets.asyncio
import time:      7811 |       7811 |             websockets.asyncio.compatibility
import time:     23893 |      23893 |               websockets.asyncio.messages
import time:      8044 |      31936 |             websockets.asyncio.connection
import time:      1452 |       1452 |             python_socks
import time:     16808 |      66552 |           websockets.asyncio.client
import time:      9431 |       9431 |               google
import time:     18051 |      27481 |             google.protobuf
import time:     35842 |      35842 |               google.protobuf.internal
import time:      3390 |       3390 |                 google.protobuf.internal._api_implementation
import time:      9141 |       9141 |                 google.protobuf.message
import time:     10322 |      10322 |                 google.protobuf.internal.enum_type_wrapper
import time:      1012 |       1012 |                 google.protobuf.enable_deterministic_proto_serialization
import time:     54861 |      78725 |               google.protobuf.internal.api_implementation
import time:     17209 |     131774 |             google.protobuf.descriptor
import time:      7580 |       7580 |               google.protobuf.descriptor_database
import time:     31740 |      31740 |               google.protobuf.text_encoding
import time:     12163 |      12163 |               google.protobuf.internal.python_edition_defaults
import time:       241 |        241 |                   encodings.raw_unicode_escape
import time:       235 |        235 |                   encodings.unicode_escape
import time:      9622 |       9622 |                     google.protobuf.internal.containers
import time:     10839 |      10839 |                       google.protobuf.internal.wire_format
import time:     13631 |      24470 |                     google.protobuf.internal.encoder
import time:     10369 |      44461 |                   google.protobuf.internal.decoder
import time:      9561 |       9561 |                   google.protobuf.internal.type_checkers
import time:      5586 |       5586 |                   google.protobuf.unknown_fields
import time:     12846 |      72927 |                 google.protobuf.text_format
import time:      8733 |       8733 |                 google.protobuf.internal.extension_dict
import time:     23210 |      23210 |                 google.protobuf.internal.message_listener
import time:     15244 |      15244 |                   google.protobuf.internal.field_mask
import time:     24868 |      40111 |                 google.protobuf.internal.well_known_types
import time:     13697 |     158676 |               google.protobuf.internal.python_message
import time:     11029 |     221187 |             google.protobuf.descriptor_pool
import time:     13072 |      13072 |                 google.protobuf.pyext
import time:     14631 |      14631 |                 google.protobuf.pyext.cpp_message
import time:      8232 |      35933 |               google.protobuf.message_factory
import time:      7298 |       7298 |               google.protobuf.symbol_database
import time:     10488 |      53718 |             google.protobuf.reflection
import time:     21467 |     455625 |           yfinance.pricing_pb2
import time:      7467 |       7467 |           google.protobuf.json_format
import time:     12410 |     812983 |         yfinance.live
import time:     15712 |      15712 |           yfinance.scrapers
import time:     12016 |      12016 |           yfinance.scrapers.quote
import time:     19851 |      47578 |         yfinance.scrapers.analysis
import time:     10679 |      10679 |         yfinance.scrapers.fundamentals
import time:     11849 |      11849 |         yfinance.scrapers.holders
import time:     17822 |      17822 |         yfinance.scrapers.history
import time:     10096 |      10096 |         yfinance.scrapers.funds
import time:     12782 |     923785 |       yfinance.base
import time:      9792 |     933577 |     yfinance.ticker
import time:     14153 |      14153 |           urllib3.exceptions
import time:     13391 |      13391 |                   urllib3.util.timeout
import time:     33349 |      46740 |                 urllib3.util.connection
import time:     12187 |      12187 |                   urllib3.util.util
import time:      2079 |       2079 |                   brotlicffi
import time:      1727 |       1727 |                   brotli
import time:      1956 |       1956 |                   backports
import time:     16527 |      34475 |                 urllib3.util.request
import time:     13653 |      13653 |                 urllib3.util.response
import time:     15656 |      15656 |                 urllib3.util.retry
import time:     24366 |      24366 |                   urllib3.util.url
import time:     12498 |      12498 |                   urllib3.util.ssltransport
import time:     17098 |      53962 |                 urllib3.util.ssl_
import time:     12865 |      12865 |                 urllib3.util.wait
import time:     21725 |     199073 |               urllib3.util
import time:     10335 |     209408 |             urllib3.util.connection
import time:     10190 |     219597 |           urllib3._base_connection
import time:      7401 |       7401 |           urllib3._collections
import time:      6488 |       6488 |           urllib3._version
import time:      7923 |       7923 |                 urllib3.fields
import time:     21126 |      29048 |               urllib3.filepost
import time:      1547 |       1547 |                 brotlicffi
import time:      1189 |       1189 |                 brotli
import time:     10381 |      10381 |                   urllib3.http2
import time:     22160 |      22160 |                   urllib3.http2.probe
import time:     23922 |      23922 |                   urllib3.util.ssl_match_hostname
import time:     11787 |      68249 |                 urllib3.connection
import time:      2731 |       2731 |                 backports
import time:     13491 |      87205 |               urllib3.response
import time:     10340 |     126592 |             urllib3._request_methods
import time:     12310 |      12310 |             urllib3.util.proxy
import time:      8869 |     147770 |           urllib3.connectionpool
import time:      8724 |       8724 |           urllib3.poolmanager
import time:     20814 |     424944 |         urllib3
import time:      1328 |       1328 |             simplejson
import time:     10945 |      12272 |           requests.compat
import time:     16711 |      28982 |         requests.exceptions
import time:      1424 |       1424 |         chardet
import time:     10043 |      10043 |         requests.packages
import time:      9489 |       9489 |           requests.certs
import time:      8754 |       8754 |           requests.__version__
import time:      7334 |       7334 |           requests._internal_utils
import time:      9258 |       9258 |           requests._types
import time:      7200 |       7200 |           requests.cookies
import time:      5860 |       5860 |           requests.structures
import time:     15187 |      63078 |         requests.utils
import time:     11816 |      11816 |               requests.auth
import time:       418 |        418 |                 encodings.idna
import time:      8057 |       8057 |                 requests.hooks
import time:      9147 |       9147 |                 requests.status_codes
import time:     12812 |      30432 |               requests.models
import time:     19725 |      19725 |                 urllib3.contrib
import time:      2213 |       2213 |                 socks
import time:     23478 |      45415 |               urllib3.contrib.socks
import time:     15170 |     102831 |             requests.adapters
import time:      8914 |     111745 |           requests.sessions
import time:     12977 |     124721 |         requests.api
import time:     18870 |     672059 |       requests
import time:     25361 |      25361 |         yfinance.screener.query
import time:     22787 |      22787 |         yfinance.screener.screener
import time:     14796 |      62943 |       yfinance.screener
import time:      9614 |     744615 |     yfinance.calendars
import time:       324 |        324 |               multiprocessing.process
import time:       531 |        531 |               multiprocessing.reduction
import time:      2883 |       3736 |             multiprocessing.context
import time:      2657 |       6393 |           multiprocessing
import time:     17550 |      23942 |         multitasking
import time:     11110 |      35051 |       yfinance.multi
import time:      9829 |      44880 |     yfinance.tickers
import time:     14645 |      14645 |           yfinance.domain.domain
import time:     21284 |      35929 |         yfinance.domain.sector
import time:     16743 |      16743 |         yfinance.domain.industry
import time:     21630 |      74300 |       yfinance.domain
import time:       965 |      75264 |     yfinance.domain.sector
import time:     15464 |      15464 |     yfinance.domain.market
import time:     15694 |    2809821 |   yfinance
import time:     60179 |    2870000 | src.ingestion.ingest_live_data
import time:     10677 |      10677 |   src.bronze
import time:     16132 |      26808 | src.bronze.bronze_news
import time:     10082 |      10082 | src.bronze.bronze_stocks
import time:      8076 |       8076 |   src.silver
import time:     15207 |      23283 | src.silver.silver_news
import time:     13038 |      13038 | src.silver.silver_stocks
import time:     10612 |      10612 |   src.gold
import time:      6614 |       6614 |         dotenv.parser
import time:      4845 |       4845 |         dotenv.variables
import time:     11543 |      23001 |       dotenv.main
import time:      7392 |      30392 |     dotenv
import time:     12578 |      42970 |   src.config
import time:        95 |         95 |           faulthandler
import time:     39520 |      39520 |               pyspark.errors.exceptions
import time:     13574 |      13574 |               pyspark.errors.exceptions.tblib
import time:     16227 |      16227 |                 pyspark.errors.error_classes
import time:     12035 |      28262 |               pyspark.errors.utils
import time:     16696 |      16696 |                 pyspark.logger.logger
import time:     16685 |      33380 |               pyspark.logger
import time:     24645 |     139380 |             pyspark.errors.exceptions.base
import time:     30445 |     169825 |           pyspark.errors
import time:     18090 |      18090 |               pyspark.cloudpickle.cloudpickle
import time:     15123 |      33212 |             pyspark.cloudpickle
import time:     10370 |      43581 |           pyspark.serializers
import time:     11164 |     224664 |         pyspark.util
import time:     13738 |      13738 |         pyspark.core
import time:      9438 |       9438 |             pyspark.resultiterable
import time:      9414 |      18852 |           pyspark.join
import time:     10338 |      10338 |           pyspark.statcounter
import time:      7695 |       7695 |           pyspark.rddsampler
import time:      7514 |       7514 |           pyspark.storagelevel
import time:     12897 |      12897 |               pyspark.resource.information
import time:     10661 |      10661 |               pyspark.resource.requests
import time:     14639 |      14639 |               pyspark.resource.profile
import time:     14704 |      52899 |             pyspark.resource
import time:       692 |      53591 |           pyspark.resource.requests
import time:      6862 |       6862 |           pyspark.shuffle
import time:      5418 |       5418 |           pyspark.traceback_utils
import time:     31416 |     141683 |         pyspark.core.rdd
import time:      8696 |       8696 |         pyspark.core.files
import time:      9262 |       9262 |               py4j.version
import time:     10605 |      19867 |             py4j
import time:     10514 |      10514 |             py4j.compat
import time:      7980 |       7980 |               py4j.finalizer
import time:      7907 |       7907 |               py4j.protocol
import time:      8884 |       8884 |               py4j.signals
import time:     12728 |      37498 |             py4j.java_gateway
import time:     13236 |      81114 |           py4j.java_collections
import time:     17045 |      98158 |         pyspark.core.status
import time:     12897 |      12897 |         pyspark.core.broadcast
import time:      9541 |       9541 |         pyspark.conf
import time:     11334 |      11334 |         pyspark.accumulators
import time:     10948 |      10948 |         pyspark.taskcontext
import time:      1587 |       1587 |             _lsprof
import time:      1735 |       1735 |             profile
import time:      4804 |       8125 |           cProfile
import time:      3775 |       3775 |           pstats
import time:      1742 |       1742 |           memory_profiler
import time:     14251 |      27891 |         pyspark.profiler
import time:      9831 |       9831 |         pyspark.version
import time:     10034 |      10034 |         pyspark._globals
import time:      7562 |       7562 |             py4j.clientserver
import time:     14979 |      14979 |             pyspark.find_spark_home
import time:     17370 |      39910 |           pyspark.java_gateway
import time:     17842 |      57752 |         pyspark.core.context
import time:      8269 |       8269 |               pyspark.errors.exceptions.captured
import time:      8474 |      16743 |             pyspark.sql.utils
import time:      7778 |       7778 |             pyspark.sql.variant_utils
import time:      8282 |       8282 |             pyspark.sql.geo_utils
import time:     24522 |      57323 |           pyspark.sql.types
import time:      1135 |       1135 |               filecmp
import time:      6860 |       6860 |               pyspark.sql.conf
import time:      5614 |       5614 |                   pyspark.sql.tvf_argument
import time:      9595 |      15208 |                 pyspark.sql.column
import time:     22624 |      22624 |                 pyspark.sql.readwriter
import time:      7963 |       7963 |                 pyspark.sql.merge
import time:     14703 |      14703 |                     pyspark.sql.streaming.listener
import time:     14070 |      28772 |                   pyspark.sql.streaming.query
import time:     15615 |      15615 |                   pyspark.sql.streaming.readwriter
import time:     28851 |      28851 |                         pyspark.sql.pandas
import time:      9019 |       9019 |                             pyspark.loose_version
import time:     16846 |      25864 |                           pyspark.sql.pandas.types
import time:     13089 |      13089 |                           pyspark.sql.pandas.utils
import time:     12977 |      51929 |                         pyspark.sql.conversion
import time:     29150 |     109929 |                       pyspark.sql.pandas.serializers
import time:     18679 |     128607 |                     pyspark.sql.streaming.stateful_processor_api_client
import time:     11341 |      11341 |                     pyspark.sql.streaming.list_state_client
import time:     12658 |      12658 |                     pyspark.sql.streaming.map_state_client
import time:     12300 |      12300 |                     pyspark.sql.streaming.value_state_client
import time:     31606 |     196510 |                   pyspark.sql.streaming.stateful_processor
import time:     15406 |     256301 |                 pyspark.sql.streaming
import time:      9684 |       9684 |                 pyspark.sql.table_arg
import time:     14537 |     326315 |               pyspark.sql.dataframe
import time:      8750 |       8750 |                   pyspark.sql.udf
import time:     11798 |      11798 |                   pyspark.sql.udtf
import time:     10297 |      10297 |                     pyspark.sql.pandas.typehints
import time:     15668 |      25964 |                   pyspark.sql.pandas.functions
import time:     31752 |      78264 |                 pyspark.sql.functions.builtin
import time:      8561 |       8561 |                 pyspark.sql.functions.partitioning
import time:     18727 |     105551 |               pyspark.sql.functions
import time:     11910 |      11910 |               pyspark.sql.pandas.conversion
import time:     18835 |      18835 |               pyspark.sql.profiler
import time:     15939 |      15939 |               pyspark.sql.sql_formatter
import time:     19372 |     505914 |             pyspark.sql.session
import time:      8212 |     514126 |           pyspark.sql.context
import time:     16441 |      16441 |           pyspark.sql.catalog
import time:     12284 |      12284 |               pyspark.sql.streaming.state
import time:     17532 |      29816 |             pyspark.sql.pandas.group_ops
import time:     13941 |      43757 |           pyspark.sql.group
import time:      9885 |       9885 |           pyspark.sql.observation
import time:     10030 |      10030 |           pyspark.sql.window
import time:     15215 |     666773 |         pyspark.sql
import time:     19450 |    1323384 |       pyspark
import time:      1086 |    1324469 |     pyspark.sql
import time:       604 |    1325072 |   pyspark.sql.functions
import time:     12383 |    1391036 | src.gold.gold_market_events
import time:      9392 |       9392 | src.gold.gold_stock_analytics
import time:     10193 |      10193 | src.gold.gold_news_analytics
import time:     13982 |      13982 |   airflow.timetables
import time:      9776 |       9776 |           airflow.api_fastapi
import time:     16209 |      25985 |         airflow.api_fastapi.execution_api
import time:     22703 |      48687 |       airflow.api_fastapi.execution_api.datamodels
import time:     32747 |      32747 |         airflow.api_fastapi.core_api
import time:     15948 |      48695 |       airflow.api_fastapi.core_api.base
import time:     18882 |     116263 |     airflow.api_fastapi.execution_api.datamodels.asset
import time:     17593 |      17593 |     airflow.serialization.dag_dependency
import time:     20712 |     154567 |   airflow.serialization.definitions.assets
import time:     31077 |     199625 | airflow.timetables.base
import time:     71978 |      71978 |       croniter.croniter
import time:     40641 |     112618 |     croniter
import time:     23264 |     135882 |   airflow.sdk.definitions.timetables._cron
import time:     30196 |      30196 |   airflow.sdk.definitions.timetables._delta
import time:     29507 |     195584 | airflow.sdk.definitions.timetables.interval
import time:     35543 |      35543 | airflow.sdk.definitions.timetables.trigger
